Id,Predicted
0,0.15102968332649389
1,0.08655956221445266
2,0.152036571885412
3,0.4243285480018026
4,0.26760329983532466
5,0.007650436276735513
6,0.31247431566054984
7,0.02289375941373552
8,0.009851839051670794
9,0.1187205655775522
10,0.07881709590406137
11,0.259133972571484
12,0.013123175278956732
13,0.0265354332836503
14,0.028481200701465186
15,0.2282791469900711
16,0.023649575641916738
17,0.217132892600223
18,0.01753681289597798
19,0.28822064915240253
20,0.035718256294344976
21,0.11276038693000955
22,0.050734564730089575
23,0.004916932502778644
24,0.053592279293323275
25,0.03749459253407765
26,0.09803226676494381
27,0.13954687801841983
28,0.006154574234496701
29,0.04908718912606167
30,0.5954064483330286
31,0.12711016645012718
32,0.026581285047446862
33,0.04286875735862572
34,0.6854092492912949
35,0.4558500206089986
36,0.03925723881035616
37,0.22552625248633495
38,0.04845167192418333
39,0.21074523783374105
40,0.009923627138686495
41,0.02166025768573085
42,0.33353412059938803
43,0.04589719048644254
44,0.10175288667156486
45,0.20871858971817908
46,0.07561014961480858
47,0.11111646887182175
48,0.003610401118529519
49,0.3157588677693913
50,0.2559121179732193
51,0.13326461915350316
52,0.016724350585278158
53,0.0407292551200032
54,0.028904928769996757
55,0.13161758214666797
56,0.12270046119742178
57,0.10309586317046997
58,0.48488127076612364
59,0.13811472061748511
60,0.07826659742624682
61,0.02575661498523031
62,0.27597552956822174
63,0.09802340148726543
64,0.07865005279770011
65,0.014948054398007216
66,0.010654729355917223
67,0.0032298397369690947
68,0.0019742695115474457
69,0.005271464223055136
70,0.12345264580242671
71,0.1438177328583125
72,0.2094367374691181
73,0.027504237027955857
74,0.04039590678945049
75,0.0021350376296029746
76,0.016934271841555267
77,0.37633542067914033
78,0.009191973304047125
79,0.16095422585919972
80,0.2745461590441057
81,0.6098043180723473
82,0.18223310536817636
83,0.5836531177756369
84,0.2648054826364782
85,0.09430221754390206
86,0.08671287265497947
87,0.5382277061170698
88,0.023000568763116198
89,0.07311292246447018
90,0.35767697836151113
91,0.04576495809690624
92,0.24870729037122957
93,0.01924443516934914
94,0.4002338177970618
95,0.0041528135250909004
96,0.16581064790751782
97,0.03003531262542537
98,0.1870723150893794
99,0.010315965988566012
100,0.3724146999159541
101,0.03796112575608605
102,0.057125113120002464
103,0.044741007162811236
104,0.017414606880822726
105,0.03769810815667821
106,0.005779951887830859
107,0.013441416973029535
108,0.0322618299185958
109,0.0020828814804429103
110,0.19026071197578553
111,0.11072254902187086
112,0.10414152201292363
113,0.11139743812761721
114,0.008668428004382113
115,0.5989637843379764
116,0.054677743023123865
117,0.083936662711674
118,0.04643148020876473
119,0.05865443745780805
120,0.032766785109608614
121,0.01340591828766334
122,0.1649365399002469
123,0.002523410378995915
124,0.13822317663711436
125,0.04920286995413222
126,0.4383352100115593
127,0.046450673128503414
128,0.2447635101232979
129,0.1743226067149669
130,0.23309243582598338
131,0.04822897178163953
132,0.12853363044291366
133,0.04432895978617932
134,0.2601309070069451
135,0.03802483307125974
136,0.15721031894257642
137,0.03869939459666418
138,0.09515146562343661
139,0.291522787754842
140,0.7054427781356343
141,0.23093229241866312
142,0.11355166450819336
143,0.41756403552958915
144,0.5920757905412374
145,0.6588426292189822
146,0.6278556820527705
147,0.014211872065263531
148,0.17201731821404348
149,0.06329534976998309
150,0.15052656700122488
151,0.15026962247197934
152,0.21002703330900327
153,0.05722495155089135
154,0.3233570889723343
155,0.25195089633535334
156,0.011368915916764326
157,0.03034143623003015
158,0.012876519963328576
159,0.14094693809418926
160,0.11255640121565919
161,0.019804211351529603
162,0.23231734253198322
163,0.006488334259780907
164,0.5192794756885314
165,0.019510423637903535
166,0.1576092180890925
167,0.04551220154032182
168,0.27708725485411834
169,0.022222780945725443
170,0.00608370708591055
171,0.052080718411002126
172,0.01782274436445633
173,0.007993613437572869
174,0.04732144710588639
175,0.12143800592427435
176,0.45369190182209107
177,0.027507845623298253
178,0.19796502853219916
179,0.3032034552227653
180,0.1306544222728846
181,0.07164552352607234
182,0.20420850984131395
183,0.2563121136754773
184,0.010489135695259999
185,0.3147598846732609
186,0.003163090069406186
187,0.06955077540235927
188,0.18075636437730075
189,0.1649417859776581
190,0.13961263790556763
191,0.004629247270717296
192,0.48886571524576716
